InstanceSize,SelectionMethod,CrossoverMethod,PopulationSize,MaxGenerations,SelectionRate,MutationRate,AvgRelativeError,MaxRelativeError,TimeElapsed
60,Tournament,TwoPoint,20,60,0.4,0.05,0.025342640376808574,0.13453815261044177,15
50,Tournament,TwoPoint,20,60,0.5,0.02,0.019328622729156163,0.08952187182095625,12
40,Tournament,TwoPoint,20,60,0.5,0.1,0.028851390094180137,0.21605550049554015,14
70,Tournament,TwoPoint,20,60,0.4,0.05,0.040421524550388534,0.17745302713987474,15
60,Tournament,TwoPoint,20,60,0.4,0.1,0.07457798230572597,0.2757452574525745,16
40,Tournament,TwoPoint,20,60,0.6,0.02,0.027969848044445023,0.0900562851782364,11
50,Tournament,TwoPoint,20,60,0.5,0.05,0.0183907578163717,0.10608598548297041,13
40,Tournament,TwoPoint,20,60,0.6,0.05,0.023854110046809433,0.14370664023785926,12
60,Tournament,TwoPoint,20,60,0.5,0.02,0.0187740677970608,0.13617886178861788,13
70,Tournament,TwoPoint,20,60,0.4,0.1,0.10080955623802419,0.4697286012526096,17
50,Tournament,TwoPoint,20,60,0.5,0.1,0.05447306411310491,0.2742857142857143,15
40,Tournament,TwoPoint,20,60,0.6,0.1,0.02814103748012843,0.17510944340212634,12
60,Tournament,TwoPoint,20,60,0.5,0.05,0.032999462365650004,0.20121951219512196,14
50,Tournament,TwoPoint,20,60,0.6,0.02,0.017860861453380707,0.07,11
70,Tournament,TwoPoint,20,60,0.5,0.02,0.01644258216205305,0.09312638580931264,13
40,Tournament,TwoPoint,20,60,0.7,0.02,0.029009292876681973,0.19821605550049554,10
50,Tournament,TwoPoint,20,60,0.6,0.05,0.020183404499850028,0.10935960591133005,12
70,Tournament,TwoPoint,20,60,0.5,0.05,0.04449891022350811,0.16910229645093947,14
60,Tournament,TwoPoint,20,60,0.5,0.1,0.07964719821667889,0.25502008032128515,16
40,Tournament,TwoPoint,20,60,0.7,0.05,0.02582158073737533,0.1377601585728444,11
50,Tournament,TwoPoint,20,60,0.6,0.1,0.06164625887380366,0.2767039674465921,14
60,Tournament,TwoPoint,20,60,0.6,0.02,0.01773749588763736,0.12166934189406099,12
40,Tournament,TwoPoint,20,60,0.7,0.1,0.02705641261366896,0.21605550049554015,12
70,Tournament,TwoPoint,20,60,0.5,0.1,0.10533453384357497,0.44467640918580376,17
50,Tournament,TwoPoint,20,60,0.7,0.02,0.019433084800896266,0.10071210579857579,11
60,Tournament,TwoPoint,20,60,0.6,0.05,0.036041936466222245,0.24765729585006693,14
70,Tournament,TwoPoint,20,60,0.6,0.02,0.019504337322467886,0.13883089770354906,13
40,Tournament,TwoPoint,20,80,0.3,0.02,0.026816102267590604,0.06037584966013595,15
50,Tournament,TwoPoint,20,60,0.7,0.05,0.02180052621460906,0.12207527975584945,14
60,Tournament,TwoPoint,20,60,0.6,0.1,0.08650261981308621,0.3048780487804878,17
70,Tournament,TwoPoint,20,60,0.6,0.05,0.05125042289945845,0.3298538622129436,16
40,Tournament,TwoPoint,20,80,0.3,0.05,0.026769932460285677,0.08225966303270565,18
50,Tournament,TwoPoint,20,60,0.7,0.1,0.05984062513673364,0.2299084435401831,16
60,Tournament,TwoPoint,20,60,0.7,0.02,0.01888869416570973,0.15523271455474846,13
70,Tournament,TwoPoint,20,60,0.6,0.1,0.10732502635196893,0.31837160751565763,19
40,Tournament,TwoPoint,20,80,0.3,0.1,0.020307853679759857,0.10881801125703565,19
50,Tournament,TwoPoint,20,80,0.3,0.02,0.01940369692983799,0.07,17
60,Tournament,TwoPoint,20,60,0.7,0.05,0.036003486452806197,0.19745649263721554,15
70,Tournament,TwoPoint,20,60,0.7,0.02,0.02352549254176994,0.2056367432150313,14
40,Tournament,TwoPoint,20,80,0.4,0.02,0.028049695587913818,0.08225966303270565,16
50,Tournament,TwoPoint,20,80,0.3,0.05,0.017755552709556803,0.09428571428571429,19
60,Tournament,TwoPoint,20,60,0.7,0.1,0.09219949564105749,0.3340108401084011,17
70,Tournament,TwoPoint,20,60,0.7,0.05,0.053998895898875986,0.1951983298538622,15
40,Tournament,TwoPoint,20,80,0.4,0.05,0.027134859628287437,0.08225966303270565,17
60,Tournament,TwoPoint,20,80,0.3,0.02,0.01820741968368734,0.09338235294117647,18
50,Tournament,TwoPoint,20,80,0.3,0.1,0.03665505080131371,0.15808823529411764,21
70,Tournament,TwoPoint,20,60,0.7,0.1,0.11043869768735981,0.2974947807933194,18
40,Tournament,TwoPoint,20,80,0.4,0.1,0.02372976885890572,0.2398414271555996,18
50,Tournament,TwoPoint,20,80,0.4,0.02,0.018854457133232427,0.05665024630541872,17
60,Tournament,TwoPoint,20,80,0.3,0.05,0.018140844363754405,0.15261044176706828,20
70,Tournament,TwoPoint,20,80,0.3,0.02,0.014396950973731788,0.11899791231732777,19
40,Tournament,TwoPoint,20,80,0.5,0.02,0.02682681723308367,0.05848658426288815,16
50,Tournament,TwoPoint,20,80,0.4,0.05,0.0167951677191619,0.09408866995073892,19
60,Tournament,TwoPoint,20,80,0.3,0.1,0.05885758372403294,0.19037940379403795,23
70,Tournament,TwoPoint,20,80,0.3,0.05,0.023450379702290608,0.22025052192066805,21
40,Tournament,TwoPoint,20,80,0.5,0.05,0.024883690885804093,0.05848658426288815,17
50,Tournament,TwoPoint,20,80,0.4,0.1,0.03949623617234478,0.2357142857142857,21
60,Tournament,TwoPoint,20,80,0.4,0.02,0.01895253148714271,0.0963855421686747,18
40,Tournament,TwoPoint,20,80,0.5,0.1,0.026162294966413854,0.24327704815509693,19
70,Tournament,TwoPoint,20,80,0.3,0.1,0.07844047821080151,0.22755741127348644,25
50,Tournament,TwoPoint,20,80,0.5,0.02,0.02023829980110064,0.1017293997965412,17
40,Tournament,TwoPoint,20,80,0.6,0.02,0.026824246445616966,0.09117938553022795,16
60,Tournament,TwoPoint,20,80,0.4,0.05,0.019540022847348196,0.1289198606271777,21
70,Tournament,TwoPoint,20,80,0.4,0.02,0.01156139393029273,0.039729640619848336,19
50,Tournament,TwoPoint,20,80,0.5,0.05,0.01764685992807182,0.18,19
40,Tournament,TwoPoint,20,80,0.6,0.05,0.02696610048582729,0.19821605550049554,17
60,Tournament,TwoPoint,20,80,0.4,0.1,0.07002513603575818,0.42160278745644597,23
70,Tournament,TwoPoint,20,80,0.4,0.05,0.026581679453350084,0.1336116910229645,21
