Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
25,0.027831685540565875,0.9799999999999999,0.97,1.4,8.017999999999999
50,0.015107310124109897,0.9960000000000001,0.4,0.8,14.288000000000002
100,0.0032957297944111994,1,0,0,51.098
200,0.0011938583018887695,1,0,0,185.39600000000002
300,0.0005854805861541464,1,0,0,410.16999999999996
