Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
SinglePoint,0.005716099670367214,0.9995963673057517,0.4,0.8,23.017961654894048
TwoPoint,0.006544098410141426,1,0,0,24.034914228052475
Uniform,0.0049382779299936164,0.9995963673057517,0.4,0.8,24.004641775983853
