Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
25,0.0392980184182584,0.966,1.7314285714285713,2.8,8.126000000000001
50,0.02064731142916047,0.9960000000000001,0.4,0.8,12.002
100,0.005531082072487989,1,0,0,36.096000000000004
200,0.00186701610978868,1,0,0,145.48200000000003
300,0.0004569730537012158,1,0,0,299.066
