Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
"0,2",0.011581184008621426,0.9940000000000001,0.6,1.2,20.387999999999998
"0,3",0.011876303891911659,0.998,0.2,0.4,18.907999999999998
"0,4",0.012742179404441552,1,0,0,18.138
"0,5",0.007103204899851015,1,0,0,20.296
"0,6",0.008256508031439897,0.998,0.3,0.6,19.645999999999997
"0,7",0.0128672535355366,0.998,0.2,0.4,20.208
"0,8",0.010236095816801363,0.9960000000000001,0.4,0.8,20.428
