Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
10,0.018515041699539485,0.9960000000000001,0.4,0.8,9.134
20,0.023165457117567616,0.9960000000000001,0.4,0.8,5.4959999999999996
30,0.018297032675521855,0.9960000000000001,0.4,0.8,5.51
40,0.01821435053575134,0.994,0.4666666666666666,0.8,5.414
50,0.02310878389570409,0.992,0.8,1.6,5.462
100,0.01746497180622537,0.99,0.7333333333333332,1.2,5.232
