Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
10,0.10958679461289689,0.804,2.3815389924085575,3.8,2.584
20,0.05405090264474174,0.954,1.8547619047619048,2.8,4.084
40,0.023160591044826633,0.992,0.9,1.8,7.354000000000001
60,0.014608511853649675,0.9960000000000001,0.5,1,13.855999999999998
80,0.00877792130753562,0.9960000000000001,0.4,0.8,24.3
100,0.007291353632661243,1,0,0,34.156
