Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
10,0.17966431419219647,0.7,2.444574548732764,4.4,1.528
20,0.08675626635347249,0.906,1.9583333333333335,3.2,3.16
30,0.04792359001151008,0.944,1.9583333333333335,3.4,4.648000000000001
40,0.03563281615866985,0.9559999999999998,1.742857142857143,2.6,5.2219999999999995
50,0.033030892111341,0.968,1.6333333333333333,2.8,5.622
100,0.02003799673717204,0.9880000000000001,0.9,1.6,11.562000000000001
