Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
"0,01",0.01840172689603,0.984,1.1533333333333335,2,24.676
"0,02",0.009928512780795169,0.9960000000000001,0.4,0.8,21.784
"0,05",0.0028756727704862006,1,0,0,22.972
"0,1",0.010344398897100763,1,0,0,29.904000000000003
"0,2",0.06411437911614762,1,0,0,38.03
