MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses,AdaptiveMutationRate
11661115,11049805.9025,0,26349,286,0.01
11702521,11152753.3775,1,27074,287,0.019980758800141225
11814631,11246280.015,2,17141,290,0.019981538106561492
11864959,11300770.455,3,26788,291,0.019982036781941007
11942577,11341852.2125,4,23044,293,0.019982286180258116
11944753,11399847.2875,5,25220,293,0.019982111804883705
12068395,11467282.0675,6,26819,296,0.019981895115763783
12068395,11527145.285,7,26819,296,0.01998335241666329
12068395,11574351.675,8,26819,296,0.019983820848266047
12191476,11619435.94,9,27857,299,0.019984309043540104
12191476,11642346.875,10,27857,299,0.019984665253621685
12191476,11675861.0925,11,27857,299,0.01998534345602635
12191476,11733708.76,12,27857,299,0.019984754245304562
12274804,11760637.065,13,29823,301,0.01998562122754557
12314748,11798534.035,14,29086,302,0.019985935459469865
12314748,11823325.5825,15,29086,302,0.019985540755426984
12314748,11855377.6025,16,29086,302,0.019985939401644556
12315708,11871300.8425,17,30046,302,0.019986368391259283
12315708,11893792.765,18,30046,302,0.019986770853164276
12395072,11910304.895,19,28048,304,0.01998769752908536
12395072,11931587.9,20,28048,304,0.01998768462609371
12395072,11946512.27,21,28048,304,0.019987165493694104
12395072,11981658.1825,22,28048,304,0.01998790745575393
12435774,12003139.4875,23,28069,305,0.019987542901143844
12481853,12022710.035,24,33467,306,0.01998717975924818
12519501,12063631.0475,25,30434,307,0.019988580857522222
12519501,12092178.7,26,30434,307,0.019988775006653664
12524564,12092580.995,27,35497,307,0.019987479125391963
12524564,12111715.265,28,35497,307,0.01998784068607518
12524564,12130710.85,29,35497,307,0.01998861625208846
12564820,12152915.88,30,35072,308,0.019989005688297878
12564820,12168491.2225,31,35072,308,0.019989863852136556
12601827,12155047.675,32,31398,309,0.01998800664602209
12642312,12179484.155,33,31202,310,0.01998877779876767
12642312,12179503.26,34,31202,310,0.01998866900088922
12642312,12191354.5475,35,31202,310,0.019988456562581528
12642680,12191187.9125,36,31570,310,0.019988785878292736
12642680,12195002.3325,37,31570,310,0.019988907613120374
12642680,12195334.49,38,31570,310,0.019988696193560855
12642680,12194207.2625,39,31570,310,0.019988559159713436
12642680,12206608.0525,40,31570,310,0.019988977555412627
12643226,12217841.6525,41,32116,310,0.019988673904005386
12643226,12213959.2175,42,32116,310,0.01998859670381471
12643226,12225153.9175,43,32116,310,0.019988856587308673
12643226,12219030.445,44,32116,310,0.019988638435698577
12643226,12215398.66,45,32116,310,0.019989012038643533
12643226,12212545.6425,46,32116,310,0.019988895707758473
12643226,12232211.3425,47,32116,310,0.0199887830708016
12643226,12236663.1775,48,32116,310,0.019989249551502265
12643226,12245808.785,49,32116,310,0.019989457877027078
12643226,12228779.3025,50,32116,310,0.019989059101665128
12643226,12254372.5625,51,32116,310,0.01998883589853132
12643226,12251949.27,52,32116,310,0.019988572640225043
12643226,12280658.6375,53,32116,310,0.019988211187152695
12643226,12285134.6625,54,32116,310,0.019988701691187157
12643716,12294403.36,55,32606,310,0.019987987840877113
12643716,12300864.3475,56,32606,310,0.01998911966727591
12643716,12303417.4275,57,32606,310,0.019989740439314143
12643716,12290444.46,58,32606,310,0.019988671981727858
12644580,12288991.895,59,33470,310,0.019989548716804913
12644580,12283807.7925,60,33470,310,0.019988518235101973
12644580,12266091.57,61,33470,310,0.019989481376574633
12645112,12283046.55,62,34002,310,0.01998952200926155
12645112,12290373.4925,63,34002,310,0.019989180071179904
12645112,12283878.675,64,34002,310,0.01998946457613122
12645112,12293421.0325,65,34002,310,0.01999017236544733
12645480,12304188.265,66,34370,310,0.01999023386760109
12645480,12319382.175,67,34370,310,0.019990732566391233
12645480,12314251.32,68,34370,310,0.01999045349081907
12645480,12312714.0275,69,34370,310,0.019990134628497455
12645480,12306306.245,70,34370,310,0.01998999321750281
12645480,12322316.96,71,34370,310,0.01999033107672414
12645480,12311812.64,72,34370,310,0.01999052487574509
12645480,12315057.2725,73,34370,310,0.01998999154176917
12645480,12315368.89,74,34370,310,0.019989446991318213
12645480,12314854.36,75,34370,310,0.019989007146633694
12645480,12304981.2525,76,34370,310,0.019989498280478257
12645480,12300483.6025,77,34370,310,0.019989616970695404
12645480,12294092.4725,78,34370,310,0.019989827255203114
12646022,12290789.65,79,34912,310,0.019989723426376175
12646022,12311795.9875,80,34912,310,0.019989535218763583
12646026,12325462.99,81,34916,310,0.01999026814601568
12646288,12326795.64,82,35178,310,0.01998989319995946
12646288,12328817.16,83,35178,310,0.019989809624211978
12646288,12325887.8025,84,35178,310,0.01999084567894226
12646288,12319389.045,85,35178,310,0.01998964545009789
12646288,12310539.11,86,35178,310,0.01998914588934829
12646288,12315561.625,87,35178,310,0.019989942469189424
12646288,12319902.17,88,35178,310,0.019990020958626693
12646288,12309293.7625,89,35178,310,0.01998925778411175
12646288,12308089.625,90,35178,310,0.01998926466653081
