Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
1,0.004032641016215377,1,0,0,28.824
2,0.0037031097447803793,1,0,0,25.224
3,0.0029837508746477235,1,0,0,23.658
4,0.003562838945952913,1,0,0,22.484
5,0.004460400401659662,1,0,0,21.523999999999997
10,0.004028832229188803,1,0,0,19.640000000000004
