Parameter,RelativeError,SatisfiedFormulas,AvgUnsatisfiedClauses,MaxUnsatisfiedClauses,Time
10,0.017537628236207418,1,0,0,7.902000000000001
20,0.01847159600784934,0.994,0.6,1.2,4.534
30,0.016817528167660432,0.9879999999999999,1.1,2,4.618
40,0.01806679889356378,0.992,0.6666666666666666,1.2,6.334
50,0.019176073854689772,0.9960000000000001,0.4,0.8,4.6
100,0.020548225066073768,0.99,0.9333333333333333,1.6,4.4239999999999995
