MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses,AdaptiveMutationRate
12644336,12340723.3575,73,33226,310,0.019990218690925637
12644336,12359007.865,74,33226,310,0.019990075911227218
12644336,12351870.9125,75,33226,310,0.01999044596475856
12644336,12344173.99,76,33226,310,0.01999114444118847
12644336,12341917.5075,77,33226,310,0.01999068213393216
12644336,12343454.88,78,33226,310,0.019989891393487783
12644336,12330885.1925,79,33226,310,0.01999069546056604
12644336,12304808.67,80,33226,310,0.019990248574363646
12644336,12285306.1625,81,33226,310,0.019988685687920397
12644336,12313708.335,82,33226,310,0.01998985066939925
12644336,12312184.7725,83,33226,310,0.01998875923238701
12644336,12301120.82,84,33226,310,0.019988668198760853
12644761,12289726.8775,85,33651,310,0.01998858401521893
12644761,12293886.72,86,33651,310,0.0199886936348218
12644761,12291072.075,87,33651,310,0.01998829600606381
12644761,12297557.5175,88,33651,310,0.019989056945427807
12644761,12318539.475,89,33651,310,0.019990072667018074
12644761,12302817.5575,90,33651,310,0.019989443405787673
12645157,12339443.5,91,34047,310,0.019990833262796517
12645157,12309349.775,92,34047,310,0.01998963888542384
12645157,12294263.6525,93,34047,310,0.01998980012896754
12645157,12288536.6225,94,34047,310,0.019989447931899055
12645157,12318031.125,95,34047,310,0.019990602799220183
12645157,12320402.1325,96,34047,310,0.019989919180088665
12645157,12320894.185,97,34047,310,0.019989808313734984
12645425,12324406.04,98,34315,310,0.019990136090509477
12645425,12327419.57,99,34315,310,0.01998997893875753
12645425,12306950.1775,100,34315,310,0.01999021428765051
12645425,12329077.86,101,34315,310,0.01998998547212743
12645425,12326381.1875,102,34315,310,0.019989728700769906
12645425,12317328.8,103,34315,310,0.019989096782012356
12645425,12303390.6,104,34315,310,0.019989095348849593
12645425,12304640.5075,105,34315,310,0.019989943542624854
12645957,12308653.21,106,34847,310,0.01998891148229474
12645957,12323183.0725,107,34847,310,0.019988945899521424
12645957,12313948.9225,108,34847,310,0.01998980738735491
12645957,12279133.795,109,34847,310,0.019987871942771192
12645957,12307765.6,110,34847,310,0.019988148460235725
12645957,12294649.515,111,34847,310,0.019988350947849103
12645957,12310185.2725,112,34847,310,0.01999016637731794
12645957,12302593.405,113,34847,310,0.0199894491673972
12645957,12282419.6125,114,34847,310,0.01998946088552622
12645957,12296774.1325,115,34847,310,0.019989874835345246
12645957,12291516.655,116,34847,310,0.01998968770209655
12645957,12311098.8775,117,34847,310,0.019989168523140092
12645957,12315401.135,118,34847,310,0.019987939097146214
12645957,12319075.8825,119,34847,310,0.01999051435329859
12645957,12310978.975,120,34847,310,0.01998938887378734
12645957,12303515.4025,121,34847,310,0.019989641410899105
12645957,12287067.415,122,34847,310,0.019989124957479478
12645957,12314300.49,123,34847,310,0.01998876921569103
12645957,12310141.4275,124,34847,310,0.019989957314791074
12645957,12328020.8725,125,34847,310,0.019989946804908648
12645957,12342458.1625,126,34847,310,0.019990242430391495
12645957,12335766.36,127,34847,310,0.01998973343323191
12645957,12324061.16,128,34847,310,0.01998939536010608
12645957,12307572.91,129,34847,310,0.019988935737453636
12645957,12352292.1875,130,34847,310,0.019989418371882336
12645957,12338612.7475,131,34847,310,0.01998999627165722
12645957,12328181.935,132,34847,310,0.019989914594651183
12645957,12328553.61,133,34847,310,0.01999033613970786
12645957,12314202.975,134,34847,310,0.019990099002483715
12645957,12340256.6075,135,34847,310,0.019990091515182253
12645957,12343395.335,136,34847,310,0.01999064592515813
12645957,12345489.4825,137,34847,310,0.019991049109303258
12645957,12354394.99,138,34847,310,0.019991110396760874
12645957,12356718.84,139,34847,310,0.019990315523910722
12645957,12348172.28,140,34847,310,0.019990478159512517
12645957,12337429.8375,141,34847,310,0.019989882585778513
12645957,12323747.735,142,34847,310,0.019989565283911232
12645957,12319156.5025,143,34847,310,0.01998991981837066
12645957,12314826.6,144,34847,310,0.019989135462696078
12645957,12325016.57,145,34847,310,0.019990225564689684
12645957,12341279.7275,146,34847,310,0.019990129143061284
12645957,12350934.43,147,34847,310,0.01998991515858044
12645957,12348500.18,148,34847,310,0.019990587170792797
12645957,12363465.7825,149,34847,310,0.01999154066393081
12645957,12358715.835,150,34847,310,0.019990114561054564
12645957,12369511.0025,151,34847,310,0.01999102291066573
12645957,12341383.53,152,34847,310,0.019990710422207982
12645957,12338560.5925,153,34847,310,0.019989694962025097
12646194,12342218.425,154,35084,310,0.01998977453417648
12646194,12338824.81,155,35084,310,0.0199902153169466
12646194,12312386.6475,156,35084,310,0.019988191809594314
12646194,12317675.82,157,35084,310,0.01998903895763381
12646194,12331640.6175,158,35084,310,0.01998959047653572
12646194,12311698.185,159,35084,310,0.019989681594152774
12646194,12326793.0675,160,35084,310,0.019990076558616544
12646194,12320776.3575,161,35084,310,0.019990898773620744
12646194,12315456.98,162,35084,310,0.019990095853184155
12646194,12283918.205,163,35084,310,0.01998986219289593
12646194,12261735.24,164,35084,310,0.01998865170467156
12646194,12265336.9075,165,35084,310,0.019988812063819465
12646194,12283286.0375,166,35084,310,0.019989591269762613
12646194,12272837.055,167,35084,310,0.01998925145527528
12646194,12296684.915,168,35084,310,0.01998900672077246
12646194,12319473.8975,169,35084,310,0.019990493973837196
12646194,12315993.73,170,35084,310,0.019988954735302628
12646194,12294135.8125,171,35084,310,0.019988672786034604
12646194,12303037.265,172,35084,310,0.019989655482274042
12646224,12309816.255,173,35114,310,0.01998940073740526
12646224,12283871.1875,174,35114,310,0.01998883672179197
12646224,12277654.045,175,35114,310,0.019989407065436886
12646224,12308204.6175,176,35114,310,0.019990475134740643
12646224,12300446.315,177,35114,310,0.019989357889627142
12646224,12332936.155,178,35114,310,0.0199904011503952
12646224,12317090.06,179,35114,310,0.01999066982209161
12646224,12317789.285,180,35114,310,0.019990293575608976
12646224,12334748.8525,181,35114,310,0.01998990029603894
12646224,12320715.16,182,35114,310,0.019989711968522707
12646224,12300081.2425,183,35114,310,0.019990627009835126
12646224,12260014.49,184,35114,310,0.01998801757810713
12646224,12282872.745,185,35114,310,0.019988496131401974
12646224,12296405.1225,186,35114,310,0.019990014108303568
12646224,12295198.1175,187,35114,310,0.01999010572623396
12646224,12316307.53,188,35114,310,0.019989979816627885
12646224,12318801.86,189,35114,310,0.01998947281934423
12646224,12316278.6975,190,35114,310,0.019990028808327356
12646224,12319335.05,191,35114,310,0.019990277630559453
12646224,12311323.505,192,35114,310,0.01998977013589422
12646224,12306663.0575,193,35114,310,0.019990276633848062
12646224,12279834.845,194,35114,310,0.01998815959257593
12646394,12290783.4075,195,35284,310,0.019988149946926187
12646394,12305658.1275,196,35284,310,0.01998968826728694
12646662,12291973.9675,197,35552,310,0.019989081236042337
12646662,12303562.445,198,35552,310,0.019990275630348713
12646963,12309507.26,199,35853,310,0.019989633864085244
12646963,12340037.135,200,35853,310,0.019990512030918502
12646963,12322045.355,201,35853,310,0.01999092734933938
12646963,12318980.6825,202,35853,310,0.01999043410334896
12646963,12323462.6875,203,35853,310,0.019989868906576853
12646963,12292191.0025,204,35853,310,0.019989248091592617
12646963,12305219.3775,205,35853,310,0.019989296526274142
12646963,12318331.675,206,35853,310,0.019989489450729488
12646963,12327226.7925,207,35853,310,0.019990314752338315
12646963,12336446.2575,208,35853,310,0.019989506154504514
12646963,12335086.855,209,35853,310,0.01999010243647159
12646963,12320652.1975,210,35853,310,0.01999055759504621
12646963,12311503.515,211,35853,310,0.019988517027980577
12646963,12326573.7025,212,35853,310,0.019991030235686758
12646963,12328307.62,213,35853,310,0.01999036586477214
12646963,12329645.945,214,35853,310,0.01999041382294121
12646963,12307175.06,215,35853,310,0.019989057547430966
12646963,12323203.8575,216,35853,310,0.019990092122100633
12646963,12345115.955,217,35853,310,0.019989624917093364
12646963,12328934.93,218,35853,310,0.019990165147468493
12646963,12312559.185,219,35853,310,0.019989231928499142
12646963,12333345.3775,220,35853,310,0.019989834126644315
12646963,12374516.38,221,35853,310,0.019990368777572095
12646963,12346110.5125,222,35853,310,0.019989606796255135
12646963,12324717.405,223,35853,310,0.019990492137847562
12646963,12318551.015,224,35853,310,0.019989857193095983
12646963,12324611.85,225,35853,310,0.019989462706341103
12646963,12321226.22,226,35853,310,0.019989493096979977
12646963,12308853.45,227,35853,310,0.019989220456179586
12646963,12279212.3425,228,35853,310,0.01998855648075643
12646963,12281426.3325,229,35853,310,0.019988655551443423
12646963,12263850.3875,230,35853,310,0.019988404308205112
12646963,12287531.73,231,35853,310,0.019989090585738875
12646963,12294887.23,232,35853,310,0.019989579045104268
12646963,12304169.395,233,35853,310,0.019990019652880373
12646963,12289765.755,234,35853,310,0.01998948509663551
12646963,12293468.985,235,35853,310,0.01998902955812189
12646963,12314949.005,236,35853,310,0.0199900759599948
12646963,12307623.015,237,35853,310,0.019989901701623555
12646963,12315579.1175,238,35853,310,0.019989862923356635
12646963,12292643.0925,239,35853,310,0.019990147766257398
12646963,12282341.2475,240,35853,310,0.019989295998647842
12646963,12266797.325,241,35853,310,0.01998887170203632
12646963,12272918.0275,242,35853,310,0.01998794469462684
12646963,12270883.4975,243,35853,310,0.019988688276044282
12646963,12260823.3525,244,35853,310,0.019989059396450095
12646963,12283464.065,245,35853,310,0.019988027451126454
12646963,12277122.075,246,35853,310,0.019988431905414373
12646963,12271475.8025,247,35853,310,0.01998936933968059
12646963,12252439.2525,248,35853,310,0.019988116786514677
12646963,12274726.5025,249,35853,310,0.01998788861412703
12646963,12291694.8625,250,35853,310,0.019988455530954383
12646963,12303692.9475,251,35853,310,0.01998962229096183
12646963,12293739.925,252,35853,310,0.019990001562469783
12646963,12300527.28,253,35853,310,0.01998805322728179
12646963,12301793.36,254,35853,310,0.019989439673587264
12646963,12293834.03,255,35853,310,0.01998885206577084
12646963,12323692.585,256,35853,310,0.0199902742114948
12646963,12311877.9625,257,35853,310,0.019989925886054936
12646963,12315391.48,258,35853,310,0.019990281881475384
12646963,12291699.565,259,35853,310,0.01998846360364505
12646963,12254457.7725,260,35853,310,0.019988527314809962
12646963,12249962.84,261,35853,310,0.019987627803367002
12646963,12255053.4975,262,35853,310,0.019988947757977375
12646963,12249820.02,263,35853,310,0.01998876811567472
12646963,12269455.18,264,35853,310,0.019988949674719213
12646963,12272696.62,265,35853,310,0.019988994163445892
12646963,12290544.27,266,35853,310,0.019988859296373382
12646963,12298879.0675,267,35853,310,0.01998949529575057
12646963,12300156.26,268,35853,310,0.01998884605400806
12646963,12320314.185,269,35853,310,0.019991145600792556
12646963,12289103.1,270,35853,310,0.0199898877884806
12646963,12271373.415,271,35853,310,0.019989184684642468
12646963,12267941.5625,272,35853,310,0.019988364745091775
12646963,12270348.515,273,35853,310,0.019988220834832388
12646963,12285502.99,274,35853,310,0.0199893056127136
12646963,12280553.3475,275,35853,310,0.01998890522376494
12646963,12276195.0125,276,35853,310,0.019988009823093362
12646963,12295529.86,277,35853,310,0.019989369360457872
12646963,12296229.35,278,35853,310,0.01998878925364003
12646963,12294956.2225,279,35853,310,0.01998981075694856
12646963,12306202.585,280,35853,310,0.01998963628834858
12646963,12313368.355,281,35853,310,0.019989732520176655
12646963,12324701.6525,282,35853,310,0.019988954509402582
12646963,12342925.3575,283,35853,310,0.0199904943076549
12646963,12336918.45,284,35853,310,0.01999014803143521
12646963,12350090.2025,285,35853,310,0.019991363999178204
12646963,12323584.655,286,35853,310,0.01998974755837552
12646963,12342309.44,287,35853,310,0.019990463784655323
12646963,12340209.055,288,35853,310,0.01998993589304451
12646963,12325999.46,289,35853,310,0.019990907783487312
12646963,12340992.7225,290,35853,310,0.019989821491411083
12646963,12340235.05,291,35853,310,0.019990430420059147
12646963,12358509.6875,292,35853,310,0.0199913136567507
12646963,12330416.1525,293,35853,310,0.019990227135830575
12646963,12315159.28,294,35853,310,0.019989964029169287
12646963,12331284.08,295,35853,310,0.01998974474118838
12646963,12341570.9075,296,35853,310,0.019990392227505076
12646963,12346411.02,297,35853,310,0.019990432534271234
12646963,12352530.2775,298,35853,310,0.01999123163295887
12646963,12331889.93,299,35853,310,0.019990034743125964
12646963,12328372.12,300,35853,310,0.019988860581129492
12646963,12327958.305,301,35853,310,0.019989955157585445
12646963,12331434.15,302,35853,310,0.019989888920202016
12646963,12307615.0475,303,35853,310,0.019990025135433798
12646963,12303155.285,304,35853,310,0.01999002618288045
12646963,12318835.0875,305,35853,310,0.0199905952359026
12646963,12314519.2775,306,35853,310,0.01999068505632489
12646963,12306759.66,307,35853,310,0.01998973855862706
12646963,12266039.8375,308,35853,310,0.01998876251782769
12646963,12293408.35,309,35853,310,0.019988687307632633
12646963,12297273.1225,310,35853,310,0.01998853042609964
12646963,12293804.7175,311,35853,310,0.019987884139013735
12646963,12289287.565,312,35853,310,0.01998872787520992
12646963,12321198.7,313,35853,310,0.019990228961342553
12646963,12320069.6625,314,35853,310,0.019989948739612098
12646963,12321306.13,315,35853,310,0.019990123939070695
12646963,12334601.945,316,35853,310,0.019991024432032205
12646963,12348671.4225,317,35853,310,0.01999078531757343
12646963,12331824.2675,318,35853,310,0.019990810614542644
12646963,12321783.4775,319,35853,310,0.019989790140529675
12646963,12325216.805,320,35853,310,0.019990529482904515
12646963,12325097.4225,321,35853,310,0.01999095443063234
12646963,12322466.96,322,35853,310,0.01999030051151973
12646963,12319696.13,323,35853,310,0.019987869954823875
12646963,12330814.99,324,35853,310,0.0199897221624668
12646963,12330013.1275,325,35853,310,0.01999000578550633
12646963,12302951.465,326,35853,310,0.019990387060839897
12646963,12295929.3575,327,35853,310,0.019989692260036142
12646963,12304863.815,328,35853,310,0.01998930771465172
12646963,12319750.405,329,35853,310,0.01998972319953819
12646963,12343472.5325,330,35853,310,0.01998946073587626
12646963,12329321.2075,331,35853,310,0.019989444435239385
12646963,12349658.565,332,35853,310,0.01999079575585541
12646963,12351701.68,333,35853,310,0.019990482923018926
12646963,12355340.455,334,35853,310,0.019990190506368438
12646963,12312878.075,335,35853,310,0.01998970189614675
12646963,12331015.6225,336,35853,310,0.01999011875195922
12646963,12323726.5575,337,35853,310,0.01998934579865934
12647161,12319911.5575,338,36051,310,0.019989571915761072
12647161,12318917.3675,339,36051,310,0.019990362768301177
12647161,12319090.2725,340,36051,310,0.01999015161056485
12647161,12337791.365,341,36051,310,0.019989501881874327
12647161,12308005.1125,342,36051,310,0.019989030136048653
12647161,12300063.1725,343,36051,310,0.019989450673452983
12647161,12265627.8625,344,36051,310,0.019988483730246358
12647161,12283669.5925,345,36051,310,0.019988384994775236
12647161,12295478.7875,346,36051,310,0.019989709520794766
12647161,12298205.2125,347,36051,310,0.019990274257679425
12647161,12286029.85,348,36051,310,0.019988486633381892
12647161,12297699.225,349,36051,310,0.019989176320168726
12647161,12305057.7825,350,36051,310,0.019989062870239997
12647161,12301072.2075,351,36051,310,0.019990301990794546
12647161,12296112.9875,352,36051,310,0.019989575296369945
12647161,12291636.4225,353,36051,310,0.019989346064870746
12647161,12281105.2725,354,36051,310,0.019989677641661433
12647161,12285828.385,355,36051,310,0.01998936247241084
12647161,12277230.3875,356,36051,310,0.01998919484759601
12647161,12309574.0225,357,36051,310,0.01999039721430039
12647161,12321518.795,358,36051,310,0.019989987229349488
12647161,12300588.425,359,36051,310,0.0199903371096698
12647161,12311388.58,360,36051,310,0.019990490780266334
12647161,12335662.9725,361,36051,310,0.019991190353044138
12647161,12322275.5575,362,36051,310,0.01999004198251683
12647161,12332339.1825,363,36051,310,0.019990537729805663
12647161,12303770.8825,364,36051,310,0.019989239631736867
12647161,12294365.67,365,36051,310,0.019988865896923936
12647161,12278429.185,366,36051,310,0.019988684749975182
12647161,12271896.3575,367,36051,310,0.0199884717844719
12647161,12284940.2625,368,36051,310,0.019989482242722064
12647161,12283041.1925,369,36051,310,0.019989897298453893
12647161,12289211.0125,370,36051,310,0.019989591888795913
12647161,12305463.2175,371,36051,310,0.019988336023265517
12647161,12314775.285,372,36051,310,0.01998890715408947
12647161,12318794.27,373,36051,310,0.019989674373342675
12647161,12334558.1925,374,36051,310,0.019989944392174462
12647161,12324661.845,375,36051,310,0.019989782898842456
12647161,12325820.0875,376,36051,310,0.01998974195814907
12647161,12331011.06,377,36051,310,0.01998997522088107
12647161,12323876.3975,378,36051,310,0.01998957940411683
12647161,12311302.1325,379,36051,310,0.01998867870483789
12647161,12325066.1625,380,36051,310,0.01998890109915726
12647161,12347688.6625,381,36051,310,0.019991156918359215
12647161,12355226.2775,382,36051,310,0.01999108539030575
12647161,12345818.1225,383,36051,310,0.01998960442990265
12647161,12326426.025,384,36051,310,0.019988838204040592
12647161,12321145.225,385,36051,310,0.019989454515052674
12647161,12315066.995,386,36051,310,0.019989821212511992
12647161,12297716.13,387,36051,310,0.019988883430040162
12647161,12288760.3475,388,36051,310,0.019987689460405824
12647161,12330590.94,389,36051,310,0.01998924132964774
12647161,12321913.4375,390,36051,310,0.019988000783411067
12647161,12335513.44,391,36051,310,0.019989063502785304
12647161,12327674.7225,392,36051,310,0.01998984824183484
12647161,12310802.4375,393,36051,310,0.01998917913529219
12647161,12331405.655,394,36051,310,0.01998933527046994
12647161,12325000.44,395,36051,310,0.01998848549430007
12647161,12331282.065,396,36051,310,0.019989977794598587
12647161,12337255.28,397,36051,310,0.019989607048723622
12647161,12334635.38,398,36051,310,0.019988569349174118
12647161,12319200.6375,399,36051,310,0.019989200001794757
