MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses,AdaptiveMutationRate
11779467,11062670.675,0,22658,289,0.01
11859426,11175547.6175,1,21255,291,0.01998030624997427
11859426,11224262.355,2,21255,291,0.0199820054839816
11859426,11271889.7,3,21255,291,0.019982128880953572
11982718,11350666.225,4,22504,294,0.019983233883866993
11982718,11378700.8975,5,22504,294,0.01998268085739189
11982718,11441850.5225,6,22504,294,0.01998351247604448
12149732,11478557.0125,7,26794,298,0.019981971432444366
12149732,11531788.8575,8,26794,298,0.019983569303615115
12149732,11575184.7875,9,26794,298,0.01998457219169618
12151597,11603470.6775,10,28659,298,0.01998503806211199
12229853,11654785.7575,11,25553,300,0.019985137193388344
12229853,11699801.045,12,25553,300,0.019985183068345288
12274164,11710269.7325,13,29183,301,0.01998560144823413
12312576,11726320.93,14,26914,302,0.019984210042205044
12315375,11737837.025,15,29713,302,0.019985402046859876
12396736,11759001.3,16,29712,304,0.019984281189276643
12396736,11790727.51,17,29712,304,0.019985049449699126
12396736,11847941.9625,18,29712,304,0.019986733574134975
12396736,11892770.33,19,29712,304,0.019986389282322277
12396736,11903878.2675,20,29712,304,0.019986761411086622
12437865,11936804.985,21,30160,305,0.019985940465919425
12437865,11954961.855,22,30160,305,0.019986095716068953
12437865,11979043.6925,23,30160,305,0.019984943666274037
12479053,12060890.7,24,30667,306,0.01998674198988474
12600729,12062039.9525,25,30300,309,0.019986323414837494
12600729,12107975.94,26,30300,309,0.019986722238052902
12600729,12149596.215,27,30300,309,0.01998724805427421
12600729,12164317.815,28,30300,309,0.019988264411845497
12600907,12164858.725,29,30478,309,0.019987567039605417
12600907,12195373.03,30,30478,309,0.01998869872278051
12600907,12201932.2,31,30478,309,0.01998933520461581
12600907,12212945.2575,32,30478,309,0.019989351196065024
12600907,12216325.2175,33,30478,309,0.01998862530457376
12600907,12237960.6,34,30478,309,0.019989230822212524
12641249,12257008.5225,35,30139,310,0.0199895001236801
12641249,12271226.765,36,30139,310,0.019990332146021562
12641249,12270900.04,37,30139,310,0.01998903198220016
12641804,12275002.395,38,30694,310,0.019989819330911353
12642030,12298405.68,39,30920,310,0.019989925390263882
12642030,12299027.98,40,30920,310,0.019990081082680224
12642799,12319592.685,41,31689,310,0.019989770357416902
12643674,12354336.875,42,32564,310,0.019990228962775386
12643674,12361658.055,43,32564,310,0.01998982916173914
12643674,12359401.7375,44,32564,310,0.019991412219371837
12643674,12384433.74,45,32564,310,0.019991304088815803
12643674,12374665,46,32564,310,0.019991179116813557
12643674,12348777.3525,47,32564,310,0.019990484068232735
12643674,12346781.645,48,32564,310,0.01999073901466713
12643674,12331525.585,49,32564,310,0.01999026279833612
12643674,12321118.675,50,32564,310,0.019990118504950513
12643674,12328117.52,51,32564,310,0.01999070186828816
12644220,12313361.6025,52,33110,310,0.019989813369667365
12644220,12313316.3225,53,33110,310,0.019990001808538636
12644220,12308991.865,54,33110,310,0.019989219659857196
12644220,12314050.3425,55,33110,310,0.019989397184468367
12644220,12307525.6525,56,33110,310,0.01998972904860481
12644220,12315698.145,57,33110,310,0.01998980369623901
12644220,12325676.5425,58,33110,310,0.01998966805209735
12644220,12322523.6275,59,33110,310,0.019990479545979458
12644220,12316968.1675,60,33110,310,0.019990462550277893
12644220,12311152.1075,61,33110,310,0.019989894790778808
12644220,12327707.4475,62,33110,310,0.01999060624928887
12644336,12330707.58,63,33226,310,0.019989606359189217
12644336,12329947.285,64,33226,310,0.01999000669370626
12644336,12329584.34,65,33226,310,0.019989422788966312
12644336,12315105.475,66,33226,310,0.019990664518850804
12644336,12325573.705,67,33226,310,0.019990919023081297
12644336,12318713.8675,68,33226,310,0.019990955064832283
12644336,12329559.19,69,33226,310,0.01998977380031534
12644336,12326563.48,70,33226,310,0.01998938343006736
12644336,12329531.075,71,33226,310,0.019989943393309742
12644336,12328429.3,72,33226,310,0.019990298381235238
