BFMinTime,BFAvgTime,BFMaxTime,BaBMinTime,BaBAvgTime,BaBMaxTime,HeuMinTime,HeuAvgTime,HeuMaxTime,DPMinTime,DPAvgTime,DPMaxTime
15,5805.613,11678,28,41.281,55,0,1.623,3,69,21292.345,43113
